VM,Powerstate,Template,SRM Placeholder,Disk,Disk Key,Disk UUID,Disk Path,Capacity MiB,Raw,Disk Mode,Sharing mode,Thin,Eagerly Scrub,Split,Write Through,Level,Shares,Reservation,Limit,Controller,Label,SCSI Unit #,Unit #,Shared Bus,Path,Raw LUN ID,Raw Comp. Mode,Internal Sort Column,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
PRD-RDS-076,poweredOn,False,False,Hard disk 1,2000,6000C294cc3613692636c24569b88f33,[prod-vmfs-01] PRD-RDS-076/PRD-RDS-076.vmdk,102400,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-RDS-076/PRD-RDS-076.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1075,42546e03292bd156db9465701ac70ec0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-077,poweredOn,False,False,Hard disk 1,2000,6000C2978eea487f9d3cc9cadb247ea2,[prod-vmfs-01] PRD-FS-077/PRD-FS-077.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-FS-077/PRD-FS-077.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1076,42677804c5c5b37af85e06a11dad09b2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-078,poweredOn,False,False,Hard disk 1,2000,6000C29a42f8bae40145d3dfbd0ebe4e,[prod-vmfs-02] PRD-SVC-078/PRD-SVC-078.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-SVC-078/PRD-SVC-078.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1077,42712998a01ac9927f9d3e64c1a6423b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-079,poweredOn,False,False,Hard disk 1,2000,6000C294ad8b0dd99e7badb8666bd0ee,[prod-vmfs-01] PRD-APP-079/PRD-APP-079.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-APP-079/PRD-APP-079.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1078,42cc9fd39bdf0377a14923c2f920264c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-079,poweredOn,False,False,Hard disk 2,2001,6000C29aa52aea2492489bee858fab60,[prod-vmfs-01] PRD-APP-079/PRD-APP-079_1.vmdk,2048000,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-APP-079/PRD-APP-079_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1078,42cc9fd39bdf0377a14923c2f920264c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-079,poweredOn,False,False,Hard disk 3,2002,6000C2924c2ea4dc685b2cbc4eb818dd,[prod-vmfs-01] PRD-APP-079/PRD-APP-079_2.vmdk,1024000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 3,0:2,2,noSharing,[prod-vmfs-01] PRD-APP-079/PRD-APP-079_2.vmdk,,,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1078,42cc9fd39bdf0377a14923c2f920264c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-080,poweredOn,False,False,Hard disk 1,2000,6000C2920ad56e56df9b87b0ddc418d2,[prod-vmfs-05] PRD-APP-080/PRD-APP-080.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-05] PRD-APP-080/PRD-APP-080.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1079,42276aa6d50755d9a5d04d531e1242e3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-081,poweredOn,False,False,Hard disk 1,2000,6000C293c5a435cb05c208e0eb056b48,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1080,42ebff8d30cbd7556232b17a25074181,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-081,poweredOn,False,False,Hard disk 2,2001,6000C29b8e5bef683dcf3be05e4d9d2f,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081_1.vmdk,1024000,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1080,42ebff8d30cbd7556232b17a25074181,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-081,poweredOn,False,False,Hard disk 3,2002,6000C294fb780253d4961e602daf33de,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081_2.vmdk,102400,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 3,0:2,2,noSharing,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1080,42ebff8d30cbd7556232b17a25074181,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-081,poweredOn,False,False,Hard disk 4,2003,6000C2997736fb28225e75c8f8f431f9,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081_3.vmdk,102400,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 4,0:3,3,noSharing,[prod-vmfs-02] PRD-WEB-081/PRD-WEB-081_3.vmdk,,,3,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1080,42ebff8d30cbd7556232b17a25074181,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-082,poweredOff,False,False,Hard disk 1,2000,6000C291ce529b862433d80dce8437fc,[prod-vmfs-01] PRD-APP-082/PRD-APP-082.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-APP-082/PRD-APP-082.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),,vm-1081,4200a81dd20f87d044656d6b81fb18b3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-083,poweredOn,False,False,Hard disk 1,2000,6000C29e0a09bdc139c8a117ffdb88d7,[prod-vmfs-01] PRD-RDS-083/PRD-RDS-083.vmdk,102400,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-RDS-083/PRD-RDS-083.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1082,427491766090d6978b1e3b9dc34b9fbb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-083,poweredOn,False,False,Hard disk 2,2001,6000C29f13abd39bb92e2cab08e5dd93,[prod-vmfs-01] PRD-RDS-083/PRD-RDS-083_1.vmdk,768000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-RDS-083/PRD-RDS-083_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1082,427491766090d6978b1e3b9dc34b9fbb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-084,poweredOn,False,False,Hard disk 1,2000,6000C2981cacfd9f6a3eed4fc7547e4d,[prod-vmfs-02] PRD-CTX-084/PRD-CTX-084.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-CTX-084/PRD-CTX-084.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1083,42cfb87ee9d68f23b489d0707914f8a8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-084,poweredOn,False,False,Hard disk 2,2001,6000C290eca0a912861c53de98e1e160,[prod-vmfs-02] PRD-CTX-084/PRD-CTX-084_1.vmdk,512000,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-02] PRD-CTX-084/PRD-CTX-084_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1083,42cfb87ee9d68f23b489d0707914f8a8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-085,poweredOn,False,False,Hard disk 1,2000,6000C298deef79951f884ed9cefabf95,[prod-vmfs-04] PRD-RDS-085/PRD-RDS-085.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-04] PRD-RDS-085/PRD-RDS-085.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1084,421986b470b7e868d85480f0dfcaf0b7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-085,poweredOn,False,False,Hard disk 2,2001,6000C2981bddfef5496e186a93350c77,[prod-vmfs-04] PRD-RDS-085/PRD-RDS-085_1.vmdk,204800,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-04] PRD-RDS-085/PRD-RDS-085_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1084,421986b470b7e868d85480f0dfcaf0b7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-086,poweredOn,False,False,Hard disk 1,2000,6000C29bdb768604befae203b206da83,[prod-vmfs-02] PRD-APP-086/PRD-APP-086.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-APP-086/PRD-APP-086.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1085,429f8ded56abf2f143d88870f81dbaa1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-087,poweredOn,False,False,Hard disk 1,2000,6000C290d8b6a5b0c7c22f1b6d3026db,[prod-vmfs-02] PRD-SQL-087/PRD-SQL-087.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-02] PRD-SQL-087/PRD-SQL-087.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1086,42df547e7cea2045c268283ee32f2e63,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-088,poweredOn,False,False,Hard disk 1,2000,6000C296d140f9670d5348d15b15674d,[prod-vmfs-01] PRD-WEB-088/PRD-WEB-088.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-WEB-088/PRD-WEB-088.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1087,427194ea19bad7aedf615a5cb4323070,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-089,poweredOn,False,False,Hard disk 1,2000,6000C293c7be05c6728ac5fdfc32964b,[prod-vmfs-01] PRD-SQL-089/PRD-SQL-089.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-SQL-089/PRD-SQL-089.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1088,42ae8a7890e0a95b697c392387fa841a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-089,poweredOn,False,False,Hard disk 2,2001,6000C29adce2ab067a15422e3cc7edc8,[prod-vmfs-01] PRD-SQL-089/PRD-SQL-089_1.vmdk,2048000,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-SQL-089/PRD-SQL-089_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1088,42ae8a7890e0a95b697c392387fa841a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-090,poweredOff,False,False,Hard disk 1,2000,6000C29581e4ee990c286323d27f6d1f,[prod-vmfs-01] PRD-CTX-090/PRD-CTX-090.vmdk,102400,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-CTX-090/PRD-CTX-090.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),,vm-1089,42a34db7760debbb3b70b3a124a35cf2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-090,poweredOff,False,False,Hard disk 2,2001,6000C29c10995969b521d09594b22af0,[prod-vmfs-01] PRD-CTX-090/PRD-CTX-090_1.vmdk,2048000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-CTX-090/PRD-CTX-090_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),,vm-1089,42a34db7760debbb3b70b3a124a35cf2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-090,poweredOff,False,False,Hard disk 3,2002,6000C290ef59a4b52e89015e92f765e7,[prod-vmfs-01] PRD-CTX-090/PRD-CTX-090_2.vmdk,256000,False,persistent,sharingNone,False,True,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 3,0:2,2,noSharing,[prod-vmfs-01] PRD-CTX-090/PRD-CTX-090_2.vmdk,,,2,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),,vm-1089,42a34db7760debbb3b70b3a124a35cf2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-091,poweredOn,False,False,Hard disk 1,2000,6000C29abad16e1dbefb1a1599adf607,[prod-vmfs-03] PRD-RDS-091/PRD-RDS-091.vmdk,61440,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-RDS-091/PRD-RDS-091.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1090,424c955f966b1964fcd6bdca5876fd09,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-091,poweredOn,False,False,Hard disk 2,2001,6000C29174c9abd9daacfe2bfb32440e,[prod-vmfs-03] PRD-RDS-091/PRD-RDS-091_1.vmdk,204800,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-03] PRD-RDS-091/PRD-RDS-091_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1090,424c955f966b1964fcd6bdca5876fd09,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-092,poweredOn,False,False,Hard disk 1,2000,6000C2921bbd251330bc76c4e3fa6893,[prod-vmfs-01] PRD-RDS-092/PRD-RDS-092.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-RDS-092/PRD-RDS-092.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1091,429326df5be4bf519269869861a11729,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-093,poweredOff,False,False,Hard disk 1,2000,6000C2978ed31834fd721fc205e0c019,[prod-vmfs-01] PRD-FS-093/PRD-FS-093.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-FS-093/PRD-FS-093.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),,vm-1092,42e776b8d534ee1d7f2984f5bec39a37,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-093,poweredOff,False,False,Hard disk 2,2001,6000C29c7509d8ba1e22ade1a3e6bbfd,[prod-vmfs-04] PRD-FS-093/PRD-FS-093_1.vmdk,51200,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 2,0:1,1,noSharing,[prod-vmfs-04] PRD-FS-093/PRD-FS-093_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),,vm-1092,42e776b8d534ee1d7f2984f5bec39a37,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-094,poweredOn,False,False,Hard disk 1,2000,6000C29ea842232523763f57852c62ce,[prod-vmfs-04] PRD-SQL-094/PRD-SQL-094.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-04] PRD-SQL-094/PRD-SQL-094.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1093,42ae4c84a8c01f05c478f6f1b88ec318,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-094,poweredOn,False,False,Hard disk 2,2001,6000C29fd19b1b23d6023639047ad506,[prod-vmfs-01] PRD-SQL-094/PRD-SQL-094_1.vmdk,256000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-01] PRD-SQL-094/PRD-SQL-094_1.vmdk,,,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1093,42ae4c84a8c01f05c478f6f1b88ec318,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-095,poweredOn,False,False,Hard disk 1,2000,6000C291a15ecdba682c3bb2583f66bd,[prod-vmfs-04] PRD-APP-095/PRD-APP-095.vmdk,61440,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,LSI Logic SAS,Hard disk 1,0:0,0,noSharing,[prod-vmfs-04] PRD-APP-095/PRD-APP-095.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1094,424b8c5be8dd5e5a1712fb1621a4344f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-096,poweredOn,False,False,Hard disk 1,2000,6000C2993d9803952621b8998a9da702,[prod-vmfs-03] PRD-APP-096/PRD-APP-096.vmdk,40960,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic,Hard disk 1,0:0,0,noSharing,[prod-vmfs-03] PRD-APP-096/PRD-APP-096.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1095,4241c8ca2a1f955ad499da9945c45a3e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-096,poweredOn,False,False,Hard disk 2,2001,6000C294824fdf53d98a1a6f4f8cd57d,[prod-vmfs-03] PRD-APP-096/PRD-APP-096_1.vmdk,102400,False,persistent,sharingNone,False,False,False,False,normal,1000,0,-1,LSI Logic,Hard disk 2,0:1,1,noSharing,[prod-vmfs-03] PRD-APP-096/PRD-APP-096_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1095,4241c8ca2a1f955ad499da9945c45a3e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-097,poweredOn,False,False,Hard disk 1,2000,6000C29df830aa05d2d4dd0555b82364,[prod-vmfs-05] PRD-SQL-097/PRD-SQL-097.vmdk,81920,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 1,0:0,0,noSharing,[prod-vmfs-05] PRD-SQL-097/PRD-SQL-097.vmdk,,,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1096,42b96644ad238d36dc322c9739c1e262,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-097,poweredOn,False,False,Hard disk 2,2001,6000C29610f3f41ff20208760c443b8c,[prod-vmfs-05] PRD-SQL-097/PRD-SQL-097_1.vmdk,2048000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 2,0:1,1,noSharing,[prod-vmfs-05] PRD-SQL-097/PRD-SQL-097_1.vmdk,,,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1096,42b96644ad238d36dc322c9739c1e262,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-097,poweredOn,False,False,Hard disk 3,2002,6000C291477cbc8ca5f604d79cb076a2,[prod-vmfs-05] PRD-SQL-097/PRD-SQL-097_2.vmdk,2048000,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,VMware paravirtual SCSI,Hard disk 3,0:2,2,noSharing,[prod-vmfs-05] PRD-SQL-097/PRD-SQL-097_2.vmdk,,,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1096,42b96644ad238d36dc322c9739c1e262,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-098,poweredOn,False,False,Hard disk 1,2000,6000C29648107252994d4c03715474b9,[prod-vmfs-01] PRD-APP-098/PRD-APP-098.vmdk,61440,False,persistent,sharingNone,True,False,False,False,normal,1000,0,-1,LSI Logic,Hard disk 1,0:0,0,noSharing,[prod-vmfs-01] PRD-APP-098/PRD-APP-098.vmdk,,,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1097,42431d02ac1e86d8bfbf397bac3e7b0d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
